Aeikmn	Qzsnju	75	83	50	84	64	63	66	63	64
Aeilcn	Pmgucz	100	100	98	100	60	78	78	91	77
Aejekn	Hhjeje	100	78	64	97	97	99	100	100	99
Aekpwc	Ytlhfi	78	85	82	86	83	82	81	87	84
Aempzq	Deocmc	86	80	85	77	81	81	82	80	80
Aenpgi	Pwcbfr	82	82	81	77	94	88	74	81	83
Aeoekb	Ruxdba	100	100	70	100	72	68	100	77	74
Aepuhc	Vpuckm	100	83	77	94	77	77	84	50	50
Aeqnjq	Hluxvg	93	89	50	100	56	95	64	87	84
Aetrra	Wfetbq	73	89	73	83	66	100	100	90	83
Aeuzso	Dtpuyq	77	62	55	71	50	51	52	56	53
Aevaif	Xsgshk	82	100	100	73	77	86	100	85	74
Aevsnb	Hnhdot	88	83	100	88	51	66	74	100	72
Aeydtx	Ojjgzp	90	50	66	78	87	91	94	91	89
Aezcld	Spmhbo	89	89	100	73	89	73	89	82	86
Afcnjj	Iilsbx	82	87	62	100	94	90	90	99	89
Afedvp	Kszdzu	56	83	50	100	61	62	64	55	63
Affwgc	Byvvbg	100	50	83	100	71	68	66	65	62
Afgscl	Mpfhtz	61	100	70	100	70	69	72	70	72
Aflhxq	Oglehs	62	72	64	62	98	100	100	94	100
Afucbt	Kohdzg	84	50	100	72	100	83	87	94	87
Afvuua	Kmrwbm	96	54	80	80	76	87	88	91	89
Afvyin	Zkhyyx	62	82	67	62	100	68	54	100	100
Afwkcs	Olumcv	100	95	100	96	67	80	80	100	76
Afwrlq	Cjjtej	87	54	51	83	73	90	61	100	70
Afyekq	Oivdnv	97	50	80	100	100	90	59	93	100
Afynid	Nvuryi	90	91	100	100	90	100	84	50	76
Afzlpj	Euanfe	51	50	100	66	96	92	96	96	97
Agekzu	Giueba	74	87	82	76	66	58	62	89	53
Agfimg	Zklrtt	58	100	100	100	91	100	98	93	87
Agfwac	Dcckte	77	77	76	75	52	55	57	59	57
Agmzoe	Xxncuw	100	97	100	96	83	83	86	79	84
Agpcas	Tuqngi	60	64	54	54	76	100	100	85	86
Agrhph	Jtooyr	89	100	100	90	83	64	53	79	75
Agtsil	Recwfq	79	82	83	83	72	51	58	72	66
Aguvqc	Ryhifx	83	82	76	85	77	89	91	77	91
Agvvnm	Oeixge	50	83	51	50	87	100	100	100	74
Agxsds	Ksbymz	98	100	100	100	76	75	79	74	73
Ahaqbu	Vswtuh	50	85	78	59	68	85	50	56	53
Ahbrqi	Dxeciq	76	73	100	87	61	67	74	71	66
Ahgbtz	Hbzehi	75	81	82	63	63	67	70	87	75
Ahiclj	Ebusjh	86	91	92	97	69	50	90	80	67
Ahjeru	Knzgyj	93	85	80	100	51	50	65	50	60
Ahmflh	Qkapnq	73	76	50	85	96	95	97	88	93
Ahnwan	Dfxsei	50	61	81	76	80	65	64	84	66
Ahozco	Aybpon	77	68	73	51	67	60	50	67	59
Ahtjam	Lbmxrd	85	81	90	86	52	56	63	54	58
Ahxzxu	Ucadlc	98	100	55	100	50	51	51	50	51
Aidqzc	Jrhhyb	50	97	50	90	100	69	98	98	85
Aihkxa	Xnrgsm	100	86	70	100	98	96	96	96	98
Aihptd	Iyywzt	65	66	69	63	93	81	85	82	85
Aimfbg	Fzcfsr	89	77	76	94	95	98	100	94	95
Aimnqc	Uqhfwv	91	78	73	74	74	57	53	65	62
Aincza	Umojvj	100	100	62	95	100	96	100	98	96
Aiotzk	Omeyyd	80	50	50	91	79	78	62	88	76
Aiouat	Zwofbw	100	95	99	89	57	61	59	57	61
Aipcqh	Rehpyr	50	50	55	100	75	50	50	56	67
Aipequ	Hmmjfk	94	96	97	93	50	100	78	97	70
Aiqgfi	Ffurek	66	82	84	85	97	90	82	72	80
Aiqiyx	Sfhjjg	74	86	79	93	86	88	66	76	84
Aiqyuo	Mzqldj	88	88	50	100	88	84	79	82	83
Aisbwz	Xczawq	70	53	50	60	67	66	65	69	67
Aisgsn	Cprswp	77	73	74	84	85	98	50	65	63
Aiurvp	Trclty	85	82	91	86	56	55	59	59	57
Aiusvo	Molhwt	99	95	96	55	60	50	84	53	58
Aiwaet	Uubsnj	76	100	62	50	96	96	94	100	96
Aizgac	Huysnb	100	70	97	51	93	98	96	95	98
Ajayvw	Rueezy	50	50	50	97	78	100	100	91	91
Ajbasc	Ghjphd	100	81	80	50	86	94	100	96	90
Ajcnft	Juqcle	100	94	50	70	50	100	76	61	68
Ajczfu	Wojxsx	50	82	100	100	60	100	55	70	81
Ajgiqd	Zujodz	69	64	100	82	71	80	100	99	86
Ajgprm	Mqcrcd	72	68	70	80	79	78	77	78	78
Ajgrik	Bgtbzj	67	51	96	97	58	61	56	58	62
Ajidkn	Gqmbvu	51	68	61	100	50	100	50	50	69
Ajircw	Rahprl	73	90	81	78	100	100	67	100	95
Ajivos	Abkirh	65	53	72	71	66	67	65	68	68
Ajjwnx	Engxyy	50	75	77	100	87	87	89	93	88
Ajnemt	Qngfyh	96	76	100	100	83	70	90	91	100
Ajodeq	Tgokxq	90	70	71	58	58	50	55	57	51
Ajqrdf	Syzkyk	72	67	62	80	58	64	50	50	49
Ajvoqn	Mwmmye	94	93	90	91	85	50	100	87	70
Ajybxz	Hmmwam	100	71	100	98	80	67	50	75	84
Ajytmh	Xpygyo	64	65	75	70	91	79	86	86	87
Ajzycu	Hlcyoi	66	54	56	60	79	92	72	70	86
Akachd	Izzijn	94	85	88	89	74	94	83	68	100
Akapko	Chzwje	83	60	68	62	86	50	50	50	76
Akawdz	Ewnflm	50	100	100	79	50	61	62	56	46
Akdpum	Mtgfmb	100	95	99	100	59	59	56	53	52
Akjdmi	Tfmvjb	57	95	96	77	55	63	69	73	63
Aklgdi	Evakvy	90	50	100	70	71	84	67	65	79
Aknsso	Fybqry	89	70	52	94	74	82	92	87	77
Akoxvp	Lhvope	78	98	70	76	79	91	78	82	75
Akpvzr	Nmwigy	60	68	72	75	88	88	80	88	85
Akqsqx	Mwrflq	54	100	70	87	87	100	83	96	88
Akqzsr	Pptylv	76	79	87	100	75	100	100	100	71
Aksbjh	Skmjwj	100	50	50	87	93	85	100	71	87
Akydyd	Acvcva	64	68	100	67	100	62	68	74	76
Akzbpe	Kqxhvr	99	100	75	88	93	100	88	100	100
Aleext	Zdzlag	81	79	84	76	64	57	56	77	72
Alfjoo	Dwybqu	88	97	100	93	81	80	96	50	89
Algwbn	Kqthfs	65	100	71	60	80	100	88	74	100
Alhymr	Cfgesb	100	77	88	100	83	100	77	80	78
Aljooa	Vzjgmw	90	55	80	69	90	90	93	90	89
Aljwji	Fuyjhm	65	56	82	70	50	86	72	72	83
Alkkyt	Njzgnb	100	57	100	66	92	100	100	50	100
Alkyhh	Fflkhk	90	63	72	56	82	54	98	70	81
Alnbxz	Hikbci	68	59	54	58	87	65	50	100	77
Alnmse	Ttuhno	72	83	69	88	73	75	80	56	72
Alpfkl	Jhowim	72	62	60	70	75	63	92	50	67
Alqvfn	Ekndnv	50	79	100	50	96	95	94	98	96
Alwaav	Tgsmlj	100	83	85	100	73	50	66	93	78
Alywkt	Jnrrkn	100	73	82	94	76	74	77	58	73
Ambywv	Lbzfmb	100	81	100	50	84	73	89	86	74
Amcvcy	Rfmigq	60	70	64	61	50	57	50	50	53
Amefgm	Mivesg	100	89	81	67	59	88	65	63	75
Amehsj	Rnddaj	69	83	96	68	80	71	71	94	82
Amflvm	Njbavo	66	63	90	82	100	100	85	96	98
Amfxgz	Qxbxdj	97	80	64	100	60	100	51	78	69
Amhsgu	Hklgcj	68	73	100	100	75	66	67	59	70
Amkchz	Jwxgbt	68	67	69	64	59	100	56	87	71
Amlhmc	Wfaawo	84	78	73	73	63	62	61	50	45
Amnghc	Ldordn	77	89	69	66	93	95	69	80	66
Amnuyl	Necszg	89	93	88	83	74	78	73	69	71
Ampdlp	Oceyyt	77	75	81	78	67	74	79	64	59
Amqqar	Dwptxe	100	100	90	100	100	100	84	73	81
Amrchd	Punwvx	55	75	62	56	88	96	100	95	100
Amvnbn	Ssrvyh	77	52	100	100	66	58	68	100	50
Amvqft	Psjfij	57	98	100	100	85	83	84	74	85
Amxiee	Dwbaoj	84	61	67	82	50	58	52	53	54
Amxiuj	Aibghe	50	95	90	50	71	78	78	81	73
Amyinj	Omrqes	79	99	60	100	63	93	87	89	81
Amysoo	Aizlrj	76	100	82	98	100	100	100	75	96
Anieqn	Rffgyl	54	90	80	67	61	50	65	58	62
Aniwul	Uctlkq	79	76	77	72	50	55	50	53	55
Annoes	Rmbnng	98	68	100	54	79	66	90	50	71
Annylz	Gdxgpq	83	92	91	74	95	99	99	95	97
Anqgzb	Xzdxvj	72	59	65	53	98	54	61	100	82
Anqtcg	Wvzzec	77	99	50	57	63	65	66	57	65
Anxldt	Ritxpu	50	93	85	100	84	84	50	100	82
Anxynx	Bzjdmg	72	64	62	78	92	89	68	77	92
Anyvgp	Bydbdg	88	98	73	76	50	73	70	80	60
Aoabqx	Wgekdl	92	92	93	95	63	94	70	75	75
Aoalao	Xzgqfc	83	58	62	85	72	87	93	100	89
Aocfdv	Knifie	82	97	92	90	50	78	95	84	59
Aocwlg	Abxlyj	66	68	65	85	100	88	83	83	83
Aodjbm	Txnkia	50	50	94	62	86	96	89	82	90
Aofbwx	Snqzwc	89	87	89	86	85	86	100	96	90
Aofxvt	Qbjyms	94	92	71	83	100	54	62	80	85
Aoiljl	Qmtqmt	84	81	89	78	96	84	81	76	78
Aojyik	Mhpcqs	100	77	50	89	68	55	50	50	50
Aokrhd	Emishr	85	85	87	88	93	99	100	96	98
Aolmgj	Hifafj	87	86	85	82	86	87	86	86	85
Aomdjl	Janfse	67	71	62	72	64	56	90	72	87
Aonrmt	Jwlfnv	50	71	73	78	77	61	59	64	61
Aooiyl	Idkctd	80	83	67	75	71	78	79	68	65
Aoqfik	Kqlhiu	71	100	74	90	100	65	82	86	100
Aososx	Ecdctj	50	75	50	50	50	60	71	53	53
Aovssd	Vydrne	67	66	95	71	70	58	75	94	77
Aoyehu	Mmorli	92	93	96	98	99	63	53	50	70
Apbwvu	Iotrwu	61	69	87	67	92	93	100	100	96
Apenlv	Thsdlj	77	80	88	83	100	100	100	99	100
Apixyk	Xjescd	82	61	87	100	87	63	99	77	74
Apkkhz	Veszzv	98	84	96	100	63	61	57	62	64
Apkxxl	Hkthje	100	100	87	100	50	85	100	76	96
Apljrw	Qovhhb	53	67	50	100	87	67	100	67	81
Aplwpo	Iumsni	66	77	67	60	100	100	68	69	98
Applhb	Udwjzu	82	77	81	70	95	89	82	87	92
Apqcuq	Qjgbxk	57	72	82	75	63	60	68	56	61
Apriqy	Imbkhi	80	83	55	94	100	83	73	100	98
Apsbce	Gfkxvk	73	62	78	50	95	90	86	100	91
Apyybb	Aclrvc	50	82	73	89	87	67	53	91	71
Apzpwf	Rotmoj	50	65	60	57	64	62	57	62	67
Apzugh	Yubdgd	75	78	70	75	80	69	50	94	46
Aqdyny	Uyabrf	98	100	92	95	90	71	93	96	81
Aqecng	Ajbyub	85	78	89	71	100	100	100	93	93
Aqgcaj	Jjlteb	97	77	91	100	100	92	83	92	88
Aqisob	Xyzlqb	85	78	100	71	100	87	100	100	99
Aqnjsw	Ymndgq	87	86	77	83	98	98	100	100	99
Aqqbxw	Abaqqn	87	75	93	94	76	76	75	78	77
Aqriio	Nuhnqv	77	100	88	61	81	82	82	82	83
Aqtrzu	Stnynx	85	58	73	67	100	100	90	86	84
Aquxhi	Pqqyao	87	100	81	95	100	63	50	76	45
Aqvabv	Clxjcb	88	65	86	69	69	57	50	69	52
Aqvlbo	Ljggax	73	72	100	100	81	74	67	50	68
Aqwdnz	Vfcffn	76	70	73	73	68	78	76	69	80
Aqwuzz	Ssfvlz	80	79	81	79	84	64	85	69	70
Arbelo	Blrtin	77	85	84	86	56	71	50	73	65
Aredij	Nowpyb	91	88	95	97	54	66	75	53	60
Arguys	Aopxot	70	50	82	51	97	96	100	100	95
Arhlpd	Lcozom	78	88	100	88	55	75	74	58	64
Ariegi	Xlnhsm	75	89	50	80	52	50	62	58	54
Arjgyc	Ztqgyn	68	69	65	66	93	97	86	100	92
Armayw	Vypghh	100	73	72	94	75	61	68	77	83
Arnmnm	Nzbxcn	100	100	92	88	97	69	55	69	74
Aroykd	Donepi	93	99	90	100	93	93	85	94	90
Arsmmb	Ppsuyh	66	81	65	73	65	98	59	79	79
Arvett	Qxoucx	81	81	72	57	96	95	95	96	95
Arvjhb	Shjjvj	58	50	100	92	61	66	63	70	65
Aryosw	Ichoyg	92	70	63	61	79	50	50	50	62
Asdvxf	Pamvfe	79	74	77	73	100	84	100	77	100
Aserpz	Jlfgxa	58	89	67	70	82	100	96	100	90
Asfxwo	Lahjwz	100	84	85	93	92	100	50	68	68
Asiqku	Hcbuun	76	79	96	91	62	50	62	53	58
Aslaox	Ivaohc	62	71	89	60	63	83	81	63	78
Aslmuz	Uvoagd	100	99	78	81	83	57	50	100	65
Aslpdq	Qgusxy	93	63	100	62	99	100	100	67	94
Aslxfk	Cuqkga	73	88	93	85	90	98	83	54	76
Asmus	Adalberto	100	95	97	99	100	100	90	95	100
Asnriq	Omuixw	100	82	64	50	90	92	100	91	87
Asnsij	Nvfzsz	100	58	97	99	56	53	52	55	54
Aspmdr	Eavydo	62	63	100	82	57	50	57	54	54
Asrhql	Zmwgyo	76	97	100	92	90	100	94	96	92
Asvzvo	Drtnzq	100	53	72	79	61	66	58	62	62
Atbjvn	Bsuwht	66	83	60	72	70	50	57	56	52
Atbqin	Xeyhfe	68	73	68	50	96	92	83	95	100
Atchiy	Pdmqgp	98	96	96	94	74	70	74	100	85
Atdwls	Wlijff	50	69	68	72	72	71	82	74	68
Atdxnz	Xfvqmr	100	73	100	90	86	86	52	86	68
Ateiea	Rtzlia	100	79	90	100	60	65	79	63	62
Atepby	Bffput	91	93	96	89	62	67	79	65	83
Atgnlc	Ppbkmg	93	71	100	73	62	50	56	55	49
Athckc	Ygebxd	84	79	60	78	72	76	73	77	75
Atjaci	Bibutb	77	79	57	50	52	73	54	64	60
Atlkui	Kvtutt	70	71	68	68	56	65	61	64	58
Atmish	Mwyvce	98	91	96	95	73	82	67	63	78
Atncrc	Foqioz	100	100	100	100	97	94	100	100	90
Atpoqd	Pinniq	57	80	62	73	81	91	88	95	95
Atptxk	Khinqr	90	100	95	85	50	78	81	67	63
Atrbch	Jszirp	100	50	80	54	64	76	59	59	60
Atrjyj	Ojzhym	100	100	100	99	75	74	79	78	77
Atrxix	Lphvsz	88	79	100	100	97	77	94	87	88
Atrzwz	Tosnwu	100	72	100	100	68	50	57	72	50
Atsaon	Ynklhy	99	100	98	93	79	84	99	59	81
Atsybi	Rmxnaf	100	86	90	93	51	50	66	77	45
Atubjj	Fszjhx	50	61	74	57	100	100	100	96	94
Atukcj	Zaqxjd	90	90	100	94	66	59	50	59	58
Atvjft	Vszzgu	91	82	80	82	50	52	71	50	53
Atvwhx	Frpbjl	96	100	95	100	78	72	74	77	65
Auajcx	Peiwai	88	88	80	95	57	50	52	95	74
Aucggy	Ceygsk	63	63	65	63	78	92	82	78	82
Aufkxy	Zgufxp	81	87	81	80	50	67	50	66	67
Auhxfm	Gojidn	76	94	94	100	87	81	82	97	90
Auketz	Rejdzm	79	88	100	100	64	56	63	65	51
Aulgws	Edbcpe	95	100	94	84	61	50	59	72	55
Auoeab	Xsvpvf	75	82	71	79	89	92	88	87	88
Aupbvq	Ukdlni	100	96	100	91	50	62	51	63	54
Aupiuf	Fkqmyp	100	88	96	100	78	84	78	77	86
Auppxf	Xlnnhf	98	81	64	100	61	72	69	86	71
Aupxwg	Hxflex	89	69	77	100	58	73	80	61	58
Auszjx	Uxcwom	61	75	80	71	50	92	72	59	71
Auszng	Bzuplx	79	100	73	78	80	81	65	66	78
Autfsm	Liumlx	80	78	76	84	83	100	68	100	86
Autqfn	Uqxbqp	82	100	85	87	54	75	77	92	51
Auvqvp	Fbizqd	89	80	77	99	64	63	65	66	66
Auxgpe	Ayhqht	100	74	79	67	76	89	63	50	69
Avapaq	Qgequx	95	54	81	50	100	80	86	67	84
Avendano	Bridgett	85	69	75	78	40	70	70	70	71
Aveorn	Serhpe	93	83	70	51	100	98	100	99	98
Avhank	Xshcko	51	87	74	66	53	60	50	68	58
Avhrbs	Lftgul	82	100	83	100	72	70	70	73	72
Avjxos	Agqhgf	75	92	100	100	66	81	85	78	84
Avmwce	Kovsoj	67	67	64	72	66	86	90	98	98
Avquvm	Txqyzy	83	83	86	82	100	86	64	100	72
Avqvjc	Saxpqt	50	50	50	85	55	58	59	57	52
Avttyu	Kvnkmn	100	97	100	62	99	61	94	83	69
Awbnim	Reffmu	65	89	89	96	60	56	63	60	50
Awcahw	Hpzdkv	100	61	82	71	100	84	100	98	93
Awgiry	Djrnhg	100	84	87	86	50	50	50	61	57
Awgwui	Qshqjt	68	71	95	65	72	87	91	81	88
Awjfkj	Hqfctr	83	82	67	57	50	50	50	69	48
Awkbzc	Drrjbx	84	94	89	84	56	50	55	53	53
Awmunj	Zbqbfh	88	84	75	87	85	72	50	83	61
Awmxat	Egdkbr	91	92	93	86	100	85	100	64	88
Awpkly	Dzrctc	100	100	100	84	70	73	72	74	74
Awpsbk	Dxxwww	91	100	95	75	69	75	50	77	70
Awsoli	Pflptb	67	55	66	50	66	92	82	88	81
Awvetw	Ieoave	78	75	68	82	100	89	100	69	91
Awwypk	Bczhyt	100	90	100	52	58	56	58	55	59
Awyjgo	Icuicb	60	50	54	56	50	77	61	86	66
Axarxb	Ajnqpj	66	50	50	66	70	75	72	88	78
Axcmdp	Guwfzb	71	89	96	82	55	50	50	50	47
Axenen	Nyqnwe	58	50	50	50	86	94	84	95	88
Axjkvz	Amdfle	100	89	100	62	52	50	54	59	54
Axkbjq	Gwplux	59	62	67	50	50	80	76	72	66
Axkuoi	Zncyvu	56	51	55	77	94	95	93	94	93
Axouos	Pzkzyw	100	100	89	100	66	85	75	66	92
Axqwrk	Icovfy	64	73	65	100	50	61	51	66	52
Axrhbb	Ufbzwd	78	80	80	77	61	67	76	64	74
Axtjwb	Ibwfeh	85	100	66	80	84	73	89	100	85
Axubfl	Nhodfj	73	80	50	97	97	50	71	53	61
Axudee	Crpiqs	73	67	68	66	91	51	84	81	80
Axuyto	Bztxic	100	98	89	95	100	52	55	75	65
Axvhjh	Kjagca	100	100	100	94	54	56	61	50	50
Axwhbe	Igiwmh	100	100	84	100	99	96	86	100	95
Axxbac	Qjcmzo	78	85	74	58	73	64	71	67	68
Axxfdf	Mbdnxy	80	83	83	78	57	91	94	100	97
Axyhef	Vlbsqy	72	99	100	77	99	71	85	64	94
Axzjbe	Qgqtwb	80	88	100	81	100	100	100	50	94
Aycvrj	Rsafuo	83	84	83	78	62	59	65	63	63
Ayffmv	Cvkrod	100	98	100	83	65	76	93	76	72
Ayhuky	Lqwrez	85	55	85	56	78	50	76	100	71
Ayigys	Sqecsz	89	93	98	90	87	70	50	91	74
Aypefc	Agyqsi	74	84	50	100	63	75	78	58	60
Aypmdk	Abffvv	65	50	50	98	83	50	50	56	67
Ayqjph	Wzvrqw	98	76	100	100	52	62	56	50	57
Aytifb	Panbeo	73	73	82	96	100	68	100	95	95
Ayvudo	Ouulbi	91	100	50	79	88	64	68	68	67
Ayyhbu	Fcdyvr	99	81	97	97	94	92	82	100	77
Ayzjcx	Heleif	61	100	54	100	71	50	50	90	63
Ayzkgz	Lwbbbb	66	58	68	67	68	84	74	60	76
Ayzqkj	Hjtgyx	74	100	96	100	50	58	66	58	74
Azasjd	Vooxjd	50	94	78	50	100	100	91	76	80
Azdvmf	Qfmqby	52	100	98	84	95	86	70	68	78
Azjacu	Bmarrt	86	88	81	83	90	98	100	84	98
Azknpy	Dndsmz	95	100	100	67	77	50	50	50	55
Azlukh	Tijrrk	86	86	92	96	63	60	61	51	58
Azpltm	Vmrvlt	54	100	79	100	69	75	73	76	73
Azpqde	Pxhoei	74	85	50	100	68	64	71	64	64
Azqqlv	Dwcsto	87	96	94	93	94	81	73	78	72
Azrixp	Ldbeyf	79	63	84	69	100	100	98	100	100
Azvrnt	Eccrbt	66	71	55	77	93	89	83	85	93
Azvsrr	Sgzncc	93	66	78	94	64	86	100	95	85
Azxiqy	Zyqcti	64	82	75	50	83	87	72	79	78
Azziis	Xzgbwf	85	66	71	72	75	99	100	88	84
Baawrf	Eaxlzo	50	79	80	59	67	60	51	69	74
Babflk	Mquiux	99	86	100	82	85	64	72	50	71
Babouz	Mfvsge	85	69	89	80	65	72	55	65	79
Babwbw	Dxgfov	100	100	50	50	80	68	67	74	69
Badcos	Qwzcqt	97	68	50	67	69	71	70	65	67
Bagcwd	Ywbjsn	64	100	100	50	71	90	100	89	92
Bahazn	Lnqenq	73	77	70	71	63	63	62	63	62
Bahkkf	Cbrcdy	92	90	80	96	83	84	50	92	80
Baiysj	Uphlqu	84	96	86	86	64	92	85	82	67
Bajuan	Wgiero	100	55	67	100	84	84	83	85	81
Bakker	Rocco	95	67	90	100	40	93	72	95	78
Bakyqu	Rvhmmb	76	95	80	89	90	85	78	51	78
Ballxe	Zftlvj	82	100	76	62	70	62	90	88	82
Balnha	Pwmewh	75	83	69	75	65	50	80	54	60
Baltqq	Evsemw	81	78	100	50	100	93	98	91	97
Balufq	Ynvsud	56	100	89	83	59	59	59	61	58
Bapsir	Safymx	69	70	100	70	76	76	81	56	74
Baqjzg	Wrjicu	90	84	93	89	76	59	100	71	80
Basjws	Cutiru	63	61	66	72	72	91	50	63	67
Baubqq	Jittkw	71	73	71	61	100	79	83	95	95
Baxdvm	Wkhkqs	75	80	61	84	74	77	72	68	71
Baxoqd	Ndnojh	100	91	96	100	50	67	60	79	72
Baxunh	Suboen	85	56	50	88	68	64	75	64	51
Bazcif	Gzprvr	100	51	50	100	95	96	96	97	95
Baze	Timmy	94	73	91	98	40	70	70	70	53
Bbbtdz	Rtyqnx	81	93	69	50	100	100	88	75	98
Bbcuej	Cmlvmg	76	78	82	83	75	72	100	100	89
Bbcweo	Pquskn	89	79	83	72	71	100	93	65	69
Bbgltv	Djxmzk	50	50	50	100	84	69	62	60	58
Bbhfon	Fbcqmw	59	90	89	100	50	50	50	95	98
Bbibmh	Yytrai	59	70	50	72	89	50	50	90	59
Bbjhmi	Evbalm	81	84	81	86	52	81	50	81	68
Bbjprt	Rzucxu	86	59	100	86	86	92	86	86	83
Bbmpip	Rkwttt	62	76	75	100	94	76	100	94	80
Bbokbx	Dckzge	82	96	88	80	68	51	69	66	58
Bbrkqj	Lfhmef	50	64	52	89	60	98	70	68	76
Bbsntc	Oxczpv	60	66	50	77	50	50	74	50	68
Bbsypx	Rxnzsu	68	50	95	50	56	50	58	50	49
Bbuzjt	Yjvqpm	77	78	68	62	81	62	51	62	73
Bbvjvv	Uhrsqd	90	86	93	86	73	70	58	72	63
Bbvqaf	Opqqqw	55	68	65	87	50	86	60	97	70
Bbxxvl	Ezwrtt	50	50	56	66	50	78	50	63	56
Bbypow	Cwoyns	85	58	89	93	100	87	58	85	71
Bbyspb	Lnfutt	100	94	99	68	68	59	57	57	63
Bcdfzn	Jyyukb	97	61	98	64	53	56	58	53	53
Bcekus	Ziyazc	100	90	77	71	50	53	74	65	51
Bcfijx	Uscker	77	74	72	74	80	70	61	58	77
Bcfvif	Rqdqwq	100	86	96	94	67	79	72	76	65
Bcgxrh	Nhirbz	79	50	85	79	96	76	75	100	94
Bchxok	Dnvqpe	67	66	67	69	58	60	51	81	53
Bcilig	Skhooe	100	94	100	92	56	73	100	67	70
Bcjbyl	Mkrcjg	100	75	98	71	100	63	81	100	77
Bclhju	Xysycr	100	71	78	94	76	79	78	80	78
Bcmrpa	Cktwjt	81	73	53	50	79	71	75	81	80
Bcntki	Ojbsjp	55	73	50	96	93	98	77	85	91
Bcoctk	Qyquje	100	100	95	86	90	99	59	74	81
Bcqqzv	Xdhemy	56	68	65	64	74	64	86	77	81
Bcrgbx	Ztzojq	100	50	96	80	87	77	100	85	86
Bcrydl	Cchczo	68	100	100	72	50	59	50	62	57
Bcskny	Oiekcz	82	83	86	84	73	92	94	100	100
Bcvmeu	Qqltex	78	95	69	100	50	81	69	56	59
Bcvwsa	Raozmj	57	100	100	82	52	52	65	70	58
Bczeqq	Wnfsvl	51	51	81	67	99	91	98	97	100
Bdeqpr	Vezvqp	90	50	74	69	100	100	100	90	98
Bdgptt	Vxuvwe	94	96	100	100	63	66	69	69	71
Bdhnpd	Kwwaet	59	55	53	67	72	67	74	78	83
Bdieln	Elppmx	92	68	74	100	65	67	56	57	60
Bdkamq	Rejgny	93	54	84	100	50	92	69	50	63
